nombre_barrio_vulnerable	fecha_mes	rango_etario	sexo	posible_extranjero	fallecido	cantidad
Barrio 15 (Ciudad Oculta)	2021-12-01	hasta_19	femenino	no	no	6
Barrio 15 (Ciudad Oculta)	2021-12-01	hasta_19	masculino	no	no	5
Barrio 15 (Ciudad Oculta)	2021-12-01	hasta_19	masculino	si	no	1
Barrio 15 (Ciudad Oculta)	2021-12-01	20_a_49	femenino	no	no	12
Barrio 15 (Ciudad Oculta)	2021-12-01	20_a_49	femenino	si	no	9
Barrio 15 (Ciudad Oculta)	2021-12-01	20_a_49	masculino	no	no	8
Barrio 15 (Ciudad Oculta)	2021-12-01	20_a_49	masculino	si	no	5
Barrio 15 (Ciudad Oculta)	2021-12-01	50_a_64	masculino	no	no	1
Barrio 15 (Ciudad Oculta)	2021-12-01	65_y_mas	femenino	si	no	2
Barrio 15 (Ciudad Oculta)	2021-12-01	65_y_mas	masculino	no	no	1
Barrio 15 (Ciudad Oculta)	2022-01-01	hasta_19	femenino	no	no	45
Barrio 15 (Ciudad Oculta)	2022-01-01	hasta_19	femenino	si	no	8
Barrio 15 (Ciudad Oculta)	2022-01-01	hasta_19	masculino	no	no	43
Barrio 15 (Ciudad Oculta)	2022-01-01	hasta_19	masculino	si	no	7
Barrio 15 (Ciudad Oculta)	2022-01-01	20_a_49	femenino	no	no	111
Barrio 15 (Ciudad Oculta)	2022-01-01	20_a_49	femenino	si	no	130
Barrio 15 (Ciudad Oculta)	2022-01-01	20_a_49	masculino	no	no	89
Barrio 15 (Ciudad Oculta)	2022-01-01	20_a_49	masculino	si	no	71
Barrio 15 (Ciudad Oculta)	2022-01-01	50_a_64	femenino	no	no	11
Barrio 15 (Ciudad Oculta)	2022-01-01	50_a_64	femenino	si	no	24
Barrio 15 (Ciudad Oculta)	2022-01-01	50_a_64	masculino	no	no	7
Barrio 15 (Ciudad Oculta)	2022-01-01	50_a_64	masculino	si	no	15
Barrio 15 (Ciudad Oculta)	2022-01-01	65_y_mas	femenino	no	no	6
Barrio 15 (Ciudad Oculta)	2022-01-01	65_y_mas	femenino	si	no	5
Barrio 15 (Ciudad Oculta)	2022-01-01	65_y_mas	masculino	no	no	6
Barrio 15 (Ciudad Oculta)	2022-01-01	65_y_mas	masculino	si	no	5
Barrio 15 (Ciudad Oculta)	2022-02-01	hasta_19	femenino	no	no	8
Barrio 15 (Ciudad Oculta)	2022-02-01	hasta_19	femenino	si	no	1
Barrio 15 (Ciudad Oculta)	2022-02-01	hasta_19	masculino	no	no	9
Barrio 15 (Ciudad Oculta)	2022-02-01	20_a_49	femenino	no	no	3
Barrio 15 (Ciudad Oculta)	2022-02-01	20_a_49	femenino	si	no	9
Barrio 15 (Ciudad Oculta)	2022-02-01	20_a_49	masculino	no	no	4
Barrio 15 (Ciudad Oculta)	2022-02-01	20_a_49	masculino	si	no	1
Barrio 15 (Ciudad Oculta)	2022-02-01	50_a_64	femenino	no	no	1
Barrio 15 (Ciudad Oculta)	2022-02-01	50_a_64	femenino	si	no	1
Barrio 15 (Ciudad Oculta)	2022-02-01	65_y_mas	femenino	no	no	1
Barrio 15 (Ciudad Oculta)	2022-02-01	65_y_mas	femenino	si	no	3
Barrio 15 (Ciudad Oculta)	2022-03-01	hasta_19	masculino	no	no	1
Barrio 15 (Ciudad Oculta)	2022-03-01	20_a_49	femenino	no	no	3
Barrio 15 (Ciudad Oculta)	2022-03-01	20_a_49	masculino	si	no	2
Barrio 20	2020-04-01	hasta_19	masculino	no	no	1
Barrio 20	2020-04-01	20_a_49	femenino	no	no	1
Barrio 20	2020-04-01	20_a_49	femenino	si	no	2
Barrio 20	2020-05-01	hasta_19	femenino	no	no	15
Barrio 20	2020-05-01	hasta_19	femenino	si	no	2
Barrio 20	2020-05-01	hasta_19	masculino	no	no	8
Barrio 20	2020-05-01	hasta_19	masculino	si	no	6
Barrio 20	2020-05-01	20_a_49	femenino	no	no	10
Barrio 20	2020-05-01	20_a_49	femenino	si	no	26
Barrio 20	2020-05-01	20_a_49	masculino	no	no	18
Barrio 20	2020-05-01	20_a_49	masculino	si	no	19
Barrio 20	2020-05-01	50_a_64	femenino	no	no	1
Barrio 20	2020-05-01	50_a_64	femenino	si	no	2
Barrio 20	2020-05-01	50_a_64	masculino	no	no	1
Barrio 20	2020-05-01	50_a_64	masculino	si	no	5
Barrio 20	2020-05-01	65_y_mas	femenino	si	no	3
Barrio 20	2020-05-01	65_y_mas	masculino	no	no	1
Barrio 20	2020-05-01	65_y_mas	masculino	si	no	1
Barrio 20	2020-06-01	hasta_19	femenino	no	no	123
Barrio 20	2020-06-01	hasta_19	femenino	si	no	22
Barrio 20	2020-06-01	hasta_19	masculino	no	no	127
Barrio 20	2020-06-01	hasta_19	masculino	si	no	16
Barrio 20	2020-06-01	20_a_49	femenino	no	no	133
Barrio 20	2020-06-01	20_a_49	femenino	si	no	159
Barrio 20	2020-06-01	20_a_49	masculino	no	no	107
Barrio 20	2020-06-01	20_a_49	masculino	si	no	105
Barrio 20	2020-06-01	50_a_64	femenino	no	no	19
Barrio 20	2020-06-01	50_a_64	femenino	si	no	32
Barrio 20	2020-06-01	50_a_64	masculino	no	no	9
Barrio 20	2020-06-01	50_a_64	masculino	si	no	31
Barrio 20	2020-06-01	65_y_mas	femenino	no	no	3
Barrio 20	2020-06-01	65_y_mas	femenino	si	no	7
Barrio 20	2020-06-01	65_y_mas	masculino	no	no	4
Barrio 20	2020-06-01	65_y_mas	masculino	si	no	8
Barrio 20	2020-07-01	hasta_19	femenino	no	no	43
Barrio 20	2020-07-01	hasta_19	femenino	si	no	2
Barrio 20	2020-07-01	hasta_19	masculino	no	no	45
Barrio 20	2020-07-01	hasta_19	masculino	si	no	5
Barrio 20	2020-07-01	20_a_49	femenino	no	no	71
Barrio 20	2020-07-01	20_a_49	femenino	si	no	55
Barrio 20	2020-07-01	20_a_49	masculino	no	no	67
Barrio 20	2020-07-01	20_a_49	masculino	si	no	53
Barrio 20	2020-07-01	50_a_64	femenino	no	no	9
Barrio 20	2020-07-01	50_a_64	femenino	si	no	18
Barrio 20	2020-07-01	50_a_64	masculino	no	no	11
Barrio 20	2020-07-01	50_a_64	masculino	si	no	18
Barrio 20	2020-07-01	65_y_mas	femenino	no	no	3
Barrio 20	2020-07-01	65_y_mas	femenino	si	no	2
Barrio 20	2020-07-01	65_y_mas	masculino	no	no	3
Barrio 20	2020-07-01	65_y_mas	masculino	si	no	6
Barrio 20	2020-08-01	hasta_19	femenino	no	no	23
Barrio 20	2020-08-01	hasta_19	femenino	si	no	2
Barrio 20	2020-08-01	hasta_19	masculino	no	no	13
Barrio 20	2020-08-01	hasta_19	masculino	si	no	2
Barrio 20	2020-08-01	20_a_49	femenino	no	no	31
Barrio 20	2020-08-01	20_a_49	femenino	si	no	26
Barrio 20	2020-08-01	20_a_49	masculino	no	no	26
Barrio 20	2020-08-01	20_a_49	masculino	si	no	13
Barrio 20	2020-08-01	50_a_64	femenino	no	no	3
Barrio 20	2020-08-01	50_a_64	femenino	si	no	3
Barrio 20	2020-08-01	50_a_64	masculino	no	no	4
Barrio 20	2020-08-01	50_a_64	masculino	si	no	7
Barrio 20	2020-08-01	65_y_mas	femenino	si	no	1
Barrio 20	2020-08-01	65_y_mas	masculino	no	no	1
Barrio 20	2020-08-01	65_y_mas	masculino	si	no	1
Barrio 20	2020-09-01	hasta_19	femenino	no	no	12
Barrio 20	2020-09-01	hasta_19	femenino	si	no	2
Barrio 20	2020-09-01	hasta_19	masculino	no	no	11
Barrio 20	2020-09-01	hasta_19	masculino	si	no	2
Barrio 20	2020-09-01	20_a_49	femenino	no	no	24
Barrio 20	2020-09-01	20_a_49	femenino	si	no	23
Barrio 20	2020-09-01	20_a_49	masculino	no	no	16
Barrio 20	2020-09-01	20_a_49	masculino	si	no	19
Barrio 20	2020-09-01	50_a_64	femenino	no	no	2
Barrio 20	2020-09-01	50_a_64	femenino	si	no	4
Barrio 20	2020-09-01	50_a_64	masculino	no	no	2
Barrio 20	2020-09-01	50_a_64	masculino	si	no	3
Barrio 20	2020-09-01	65_y_mas	femenino	no	no	1
Barrio 20	2020-09-01	65_y_mas	femenino	si	no	2
Barrio 20	2020-09-01	65_y_mas	masculino	no	no	2
Barrio 20	2020-10-01	hasta_19	femenino	no	no	5
Barrio 20	2020-10-01	hasta_19	femenino	si	no	1
Barrio 20	2020-10-01	hasta_19	masculino	no	no	7
Barrio 20	2020-10-01	hasta_19	masculino	si	no	1
Barrio 20	2020-10-01	20_a_49	femenino	no	no	15
Barrio 20	2020-10-01	20_a_49	femenino	si	no	13
Barrio 20	2020-10-01	20_a_49	masculino	no	no	5
Barrio 20	2020-10-01	20_a_49	masculino	si	no	9
Barrio 20	2020-10-01	50_a_64	femenino	no	no	2
Barrio 20	2020-10-01	50_a_64	femenino	si	no	13
Barrio 20	2020-10-01	50_a_64	masculino	si	no	3
Barrio 20	2020-10-01	65_y_mas	femenino	no	no	1
Barrio 20	2020-10-01	65_y_mas	femenino	si	no	3
Barrio 20	2020-10-01	65_y_mas	masculino	no	no	3
Barrio 20	2020-10-01	65_y_mas	masculino	si	no	1
Barrio 20	2020-11-01	hasta_19	femenino	no	no	2
Barrio 20	2020-11-01	hasta_19	masculino	no	no	4
Barrio 20	2020-11-01	20_a_49	femenino	no	no	4
Barrio 20	2020-11-01	20_a_49	femenino	si	no	10
Barrio 20	2020-11-01	20_a_49	masculino	no	no	9
Barrio 20	2020-11-01	20_a_49	masculino	si	no	12
Barrio 20	2020-11-01	50_a_64	femenino	no	no	1
Barrio 20	2020-11-01	50_a_64	femenino	si	no	4
Barrio 20	2020-11-01	50_a_64	masculino	si	no	2
Barrio 20	2020-11-01	65_y_mas	masculino	si	no	1
Barrio 20	2020-12-01	hasta_19	femenino	no	no	1
Barrio 20	2020-12-01	hasta_19	masculino	no	no	1
Barrio 20	2020-12-01	20_a_49	femenino	no	no	5
Barrio 20	2020-12-01	20_a_49	femenino	si	no	6
Barrio 20	2020-12-01	20_a_49	masculino	no	no	6
Barrio 20	2020-12-01	20_a_49	masculino	si	no	5
Barrio 20	2020-12-01	50_a_64	femenino	no	no	1
Barrio 20	2020-12-01	50_a_64	femenino	si	no	1
Barrio 20	2020-12-01	50_a_64	masculino	no	no	2
Barrio 20	2020-12-01	50_a_64	masculino	si	no	2
Barrio 20	2020-12-01	65_y_mas	femenino	no	no	2
Barrio 20	2020-12-01	65_y_mas	femenino	si	no	1
Barrio 20	2020-12-01	65_y_mas	masculino	si	no	4
Barrio 20	2021-01-01	hasta_19	femenino	no	no	5
Barrio 20	2021-01-01	hasta_19	masculino	no	no	8
Barrio 20	2021-01-01	20_a_49	femenino	no	no	14
Barrio 20	2021-01-01	20_a_49	femenino	si	no	22
Barrio 20	2021-01-01	20_a_49	masculino	no	no	10
Barrio 20	2021-01-01	20_a_49	masculino	si	no	11
Barrio 20	2021-01-01	50_a_64	femenino	no	no	3
Barrio 20	2021-01-01	50_a_64	femenino	si	no	3
Barrio 20	2021-01-01	50_a_64	masculino	no	no	3
Barrio 20	2021-01-01	50_a_64	masculino	si	no	4
Barrio 20	2021-01-01	65_y_mas	femenino	no	no	1
Barrio 20	2021-01-01	65_y_mas	femenino	si	no	1
Barrio 20	2021-01-01	65_y_mas	masculino	no	no	3
Barrio 20	2021-02-01	hasta_19	femenino	no	no	2
Barrio 20	2021-02-01	hasta_19	masculino	no	no	4
Barrio 20	2021-02-01	20_a_49	femenino	no	no	9
Barrio 20	2021-02-01	20_a_49	femenino	si	no	7
Barrio 20	2021-02-01	20_a_49	masculino	no	no	2
Barrio 20	2021-02-01	20_a_49	masculino	si	no	7
Barrio 20	2021-02-01	50_a_64	femenino	no	no	1
Barrio 20	2021-02-01	50_a_64	femenino	si	no	4
Barrio 20	2021-02-01	50_a_64	masculino	no	no	1
Barrio 20	2021-02-01	50_a_64	masculino	si	no	2
Barrio 20	2021-02-01	65_y_mas	masculino	si	no	2
Barrio 20	2021-03-01	hasta_19	femenino	no	no	2
Barrio 20	2021-03-01	hasta_19	masculino	no	no	6
Barrio 20	2021-03-01	hasta_19	masculino	si	no	1
Barrio 20	2021-03-01	20_a_49	femenino	no	no	9
Barrio 20	2021-03-01	20_a_49	femenino	si	no	15
Barrio 20	2021-03-01	20_a_49	masculino	no	no	10
Barrio 20	2021-03-01	20_a_49	masculino	si	no	10
Barrio 20	2021-03-01	50_a_64	femenino	no	no	1
Barrio 20	2021-03-01	50_a_64	femenino	si	no	5
Barrio 20	2021-03-01	50_a_64	masculino	no	no	1
Barrio 20	2021-03-01	50_a_64	masculino	si	no	2
Barrio 20	2021-03-01	65_y_mas	femenino	no	no	1
Barrio 20	2021-03-01	65_y_mas	femenino	si	no	1
Barrio 20	2021-04-01	hasta_19	femenino	no	no	17
Barrio 20	2021-04-01	hasta_19	masculino	no	no	27
Barrio 20	2021-04-01	hasta_19	masculino	si	no	4
Barrio 20	2021-04-01	20_a_49	femenino	no	no	41
Barrio 20	2021-04-01	20_a_49	femenino	si	no	73
Barrio 20	2021-04-01	20_a_49	masculino	no	no	37
Barrio 20	2021-04-01	20_a_49	masculino	si	no	53
Barrio 20	2021-04-01	50_a_64	femenino	no	no	12
Barrio 20	2021-04-01	50_a_64	femenino	si	no	20
Barrio 20	2021-04-01	50_a_64	masculino	no	no	4
Barrio 20	2021-04-01	50_a_64	masculino	si	no	16
Barrio 20	2021-04-01	65_y_mas	femenino	no	no	2
Barrio 20	2021-04-01	65_y_mas	femenino	si	no	5
Barrio 20	2021-04-01	65_y_mas	masculino	no	no	2
Barrio 20	2021-04-01	65_y_mas	masculino	si	no	1
Barrio 20	2021-05-01	hasta_19	femenino	no	no	27
Barrio 20	2021-05-01	hasta_19	femenino	si	no	8
Barrio 20	2021-05-01	hasta_19	masculino	no	no	50
Barrio 20	2021-05-01	hasta_19	masculino	si	no	8
Barrio 20	2021-05-01	20_a_49	femenino	no	no	78
Barrio 20	2021-05-01	20_a_49	femenino	si	no	77
Barrio 20	2021-05-01	20_a_49	masculino	no	no	77
Barrio 20	2021-05-01	20_a_49	masculino	si	no	61
Barrio 20	2021-05-01	50_a_64	femenino	no	no	8
Barrio 20	2021-05-01	50_a_64	femenino	si	no	28
Barrio 20	2021-05-01	50_a_64	masculino	no	no	11
Barrio 20	2021-05-01	50_a_64	masculino	si	no	19
Barrio 20	2021-05-01	65_y_mas	femenino	no	no	5
Barrio 20	2021-05-01	65_y_mas	femenino	si	no	5
Barrio 20	2021-05-01	65_y_mas	masculino	no	no	3
Barrio 20	2021-05-01	65_y_mas	masculino	si	no	5
Barrio 20	2021-06-01	hasta_19	femenino	no	no	20
Barrio 20	2021-06-01	hasta_19	femenino	si	no	4
Barrio 20	2021-06-01	hasta_19	masculino	no	no	13
Barrio 20	2021-06-01	hasta_19	masculino	si	no	2
Barrio 20	2021-06-01	20_a_49	femenino	no	no	24
Barrio 20	2021-06-01	20_a_49	femenino	si	no	38
Barrio 20	2021-06-01	20_a_49	masculino	no	no	32
Barrio 20	2021-06-01	20_a_49	masculino	si	no	34
Barrio 20	2021-06-01	50_a_64	femenino	no	no	5
Barrio 20	2021-06-01	50_a_64	femenino	si	no	14
Barrio 20	2021-06-01	50_a_64	masculino	no	no	7
Barrio 20	2021-06-01	50_a_64	masculino	si	no	6
Barrio 20	2021-06-01	65_y_mas	femenino	no	no	3
Barrio 20	2021-06-01	65_y_mas	femenino	si	no	1
Barrio 20	2021-06-01	65_y_mas	masculino	no	no	1
Barrio 20	2021-06-01	65_y_mas	masculino	si	no	2
Barrio 20	2021-07-01	hasta_19	femenino	no	no	7
Barrio 20	2021-07-01	hasta_19	masculino	no	no	8
Barrio 20	2021-07-01	hasta_19	masculino	si	no	1
Barrio 20	2021-07-01	20_a_49	femenino	no	no	10
Barrio 20	2021-07-01	20_a_49	femenino	si	no	19
Barrio 20	2021-07-01	20_a_49	masculino	no	no	11
Barrio 20	2021-07-01	20_a_49	masculino	si	no	10
Barrio 20	2021-07-01	50_a_64	femenino	no	no	1
Barrio 20	2021-07-01	50_a_64	femenino	si	no	3
Barrio 20	2021-07-01	50_a_64	masculino	no	no	2
Barrio 20	2021-07-01	50_a_64	masculino	si	no	1
Barrio 20	2021-07-01	65_y_mas	femenino	no	no	1
Barrio 20	2021-07-01	65_y_mas	femenino	si	no	3
Barrio 20	2021-08-01	hasta_19	femenino	no	no	4
Barrio 20	2021-08-01	hasta_19	masculino	no	no	9
Barrio 20	2021-08-01	20_a_49	femenino	no	no	2
Barrio 20	2021-08-01	20_a_49	femenino	si	no	2
Barrio 20	2021-08-01	20_a_49	masculino	no	no	4
Barrio 20	2021-08-01	20_a_49	masculino	si	no	3
Barrio 20	2021-08-01	50_a_64	femenino	si	no	1
Barrio 20	2021-08-01	50_a_64	masculino	si	no	1
Barrio 20	2021-09-01	20_a_49	masculino	si	no	3
Barrio 20	2021-09-01	65_y_mas	masculino	no	no	1
Barrio 20	2021-10-01	hasta_19	masculino	no	no	1
Barrio 20	2021-10-01	hasta_19	masculino	si	no	1
Barrio 20	2021-10-01	20_a_49	femenino	si	no	3
Barrio 20	2021-10-01	20_a_49	masculino	no	no	1
Barrio 20	2021-10-01	50_a_64	masculino	si	no	1
Barrio 20	2021-11-01	hasta_19	masculino	no	no	1
Barrio 20	2021-11-01	hasta_19	masculino	si	no	1
Barrio 20	2021-11-01	20_a_49	femenino	si	no	1
Barrio 20	2021-11-01	20_a_49	masculino	no	no	1
Barrio 20	2021-11-01	20_a_49	masculino	si	no	1
Barrio 20	2021-11-01	50_a_64	femenino	no	no	1
Barrio 20	2021-11-01	65_y_mas	masculino	si	no	1
Barrio 20	2021-12-01	hasta_19	femenino	no	no	5
Barrio 20	2021-12-01	hasta_19	masculino	no	no	5
Barrio 20	2021-12-01	hasta_19	masculino	si	no	2
Barrio 20	2021-12-01	20_a_49	femenino	no	no	22
Barrio 20	2021-12-01	20_a_49	femenino	si	no	17
Barrio 20	2021-12-01	20_a_49	masculino	no	no	13
Barrio 20	2021-12-01	20_a_49	masculino	si	no	6
Barrio 20	2021-12-01	50_a_64	femenino	no	no	1
Barrio 20	2021-12-01	50_a_64	femenino	si	no	3
Barrio 20	2021-12-01	50_a_64	masculino	no	no	3
Barrio 20	2021-12-01	50_a_64	masculino	si	no	1
Barrio 20	2021-12-01	65_y_mas	femenino	si	no	1
Barrio 20	2022-01-01	hasta_19	femenino	no	no	112
Barrio 20	2022-01-01	hasta_19	femenino	si	no	19
Barrio 20	2022-01-01	hasta_19	masculino	no	no	85
Barrio 20	2022-01-01	hasta_19	masculino	si	no	19
Barrio 20	2022-01-01	20_a_49	femenino	no	no	283
Barrio 20	2022-01-01	20_a_49	femenino	si	no	338
Barrio 20	2022-01-01	20_a_49	masculino	no	no	164
Barrio 20	2022-01-01	20_a_49	masculino	si	no	190
Barrio 20	2022-01-01	50_a_64	femenino	no	no	33
Barrio 20	2022-01-01	50_a_64	femenino	si	no	86
Barrio 20	2022-01-01	50_a_64	masculino	no	no	27
Barrio 20	2022-01-01	50_a_64	masculino	si	no	41
Barrio 20	2022-01-01	65_y_mas	femenino	no	no	7
Barrio 20	2022-01-01	65_y_mas	femenino	si	no	18
Barrio 20	2022-01-01	65_y_mas	masculino	no	no	5
Barrio 20	2022-01-01	65_y_mas	masculino	si	no	5
Barrio 20	2022-02-01	hasta_19	femenino	no	no	11
Barrio 20	2022-02-01	hasta_19	femenino	si	no	1
Barrio 20	2022-02-01	hasta_19	masculino	no	no	6
Barrio 20	2022-02-01	hasta_19	masculino	si	no	2
Barrio 20	2022-02-01	20_a_49	femenino	no	no	8
Barrio 20	2022-02-01	20_a_49	femenino	si	no	7
Barrio 20	2022-02-01	20_a_49	masculino	no	no	6
Barrio 20	2022-02-01	20_a_49	masculino	si	no	4
Barrio 20	2022-02-01	50_a_64	femenino	si	no	2
Barrio 20	2022-02-01	65_y_mas	femenino	no	no	1
Barrio 20	2022-03-01	hasta_19	femenino	no	no	3
Barrio 20	2022-03-01	hasta_19	masculino	no	no	1
Barrio 20	2022-03-01	20_a_49	femenino	no	no	2
Barrio 20	2022-03-01	20_a_49	femenino	si	no	1
Barrio 20	2022-03-01	50_a_64	masculino	si	no	2
Barrio 21-24	2020-04-01	20_a_49	femenino	no	no	1
Barrio 21-24	2020-04-01	20_a_49	femenino	si	no	2
Barrio 21-24	2020-04-01	20_a_49	masculino	si	no	2
Barrio 21-24	2020-05-01	hasta_19	femenino	no	no	44
Barrio 21-24	2020-05-01	hasta_19	femenino	si	no	8
Barrio 21-24	2020-05-01	hasta_19	masculino	no	no	30
Barrio 21-24	2020-05-01	hasta_19	masculino	si	no	11
Barrio 21-24	2020-05-01	20_a_49	femenino	no	no	41
Barrio 21-24	2020-05-01	20_a_49	femenino	si	no	56
Barrio 21-24	2020-05-01	20_a_49	masculino	no	no	44
Barrio 21-24	2020-05-01	20_a_49	masculino	si	no	39
Barrio 21-24	2020-05-01	50_a_64	femenino	no	no	11
Barrio 21-24	2020-05-01	50_a_64	femenino	si	no	11
Barrio 21-24	2020-05-01	50_a_64	masculino	no	no	7
Barrio 21-24	2020-05-01	50_a_64	masculino	si	no	9
Barrio 21-24	2020-05-01	65_y_mas	femenino	si	no	5
Barrio 21-24	2020-05-01	65_y_mas	masculino	no	no	4
Barrio 21-24	2020-05-01	65_y_mas	masculino	si	no	5
Barrio 21-24	2020-06-01	hasta_19	femenino	no	no	149
Barrio 21-24	2020-06-01	hasta_19	femenino	si	no	30
Barrio 21-24	2020-06-01	hasta_19	masculino	no	no	144
Barrio 21-24	2020-06-01	hasta_19	masculino	si	no	40
Barrio 21-24	2020-06-01	20_a_49	femenino	no	no	163
Barrio 21-24	2020-06-01	20_a_49	femenino	si	no	220
Barrio 21-24	2020-06-01	20_a_49	masculino	no	no	127
Barrio 21-24	2020-06-01	20_a_49	masculino	si	no	182
Barrio 21-24	2020-06-01	50_a_64	femenino	no	no	25
Barrio 21-24	2020-06-01	50_a_64	femenino	si	no	41
Barrio 21-24	2020-06-01	50_a_64	masculino	no	no	27
Barrio 21-24	2020-06-01	50_a_64	masculino	si	no	37
Barrio 21-24	2020-06-01	65_y_mas	femenino	no	no	4
Barrio 21-24	2020-06-01	65_y_mas	femenino	si	no	14
Barrio 21-24	2020-06-01	65_y_mas	masculino	no	no	6
Barrio 21-24	2020-06-01	65_y_mas	masculino	si	no	12
Barrio 21-24	2020-07-01	hasta_19	femenino	no	no	117
Barrio 21-24	2020-07-01	hasta_19	femenino	si	no	10
Barrio 21-24	2020-07-01	hasta_19	masculino	no	no	107
Barrio 21-24	2020-07-01	hasta_19	masculino	si	no	15
Barrio 21-24	2020-07-01	20_a_49	femenino	no	no	132
Barrio 21-24	2020-07-01	20_a_49	femenino	si	no	120
Barrio 21-24	2020-07-01	20_a_49	masculino	no	no	126
Barrio 21-24	2020-07-01	20_a_49	masculino	si	no	93
Barrio 21-24	2020-07-01	50_a_64	femenino	no	no	13
Barrio 21-24	2020-07-01	50_a_64	femenino	si	no	24
Barrio 21-24	2020-07-01	50_a_64	masculino	no	no	13
Barrio 21-24	2020-07-01	50_a_64	masculino	si	no	24
Barrio 21-24	2020-07-01	65_y_mas	femenino	no	no	8
Barrio 21-24	2020-07-01	65_y_mas	femenino	si	no	9
Barrio 21-24	2020-07-01	65_y_mas	masculino	no	no	8
Barrio 21-24	2020-07-01	65_y_mas	masculino	si	no	10
Barrio 21-24	2020-08-01	hasta_19	femenino	no	no	91
Barrio 21-24	2020-08-01	hasta_19	femenino	si	no	12
Barrio 21-24	2020-08-01	hasta_19	masculino	no	no	86
Barrio 21-24	2020-08-01	hasta_19	masculino	si	no	12
Barrio 21-24	2020-08-01	20_a_49	femenino	no	no	96
Barrio 21-24	2020-08-01	20_a_49	femenino	si	no	99
Barrio 21-24	2020-08-01	20_a_49	masculino	no	no	84
Barrio 21-24	2020-08-01	20_a_49	masculino	si	no	67
Barrio 21-24	2020-08-01	50_a_64	femenino	no	no	14
Barrio 21-24	2020-08-01	50_a_64	femenino	si	no	24
Barrio 21-24	2020-08-01	50_a_64	masculino	no	no	20
Barrio 21-24	2020-08-01	50_a_64	masculino	si	no	12
Barrio 21-24	2020-08-01	65_y_mas	femenino	no	no	6
Barrio 21-24	2020-08-01	65_y_mas	femenino	si	no	8
Barrio 21-24	2020-08-01	65_y_mas	masculino	no	no	5
Barrio 21-24	2020-08-01	65_y_mas	masculino	si	no	3
Barrio 21-24	2020-09-01	hasta_19	femenino	no	no	17
Barrio 21-24	2020-09-01	hasta_19	femenino	si	no	3
Barrio 21-24	2020-09-01	hasta_19	masculino	no	no	26
Barrio 21-24	2020-09-01	hasta_19	masculino	si	no	5
Barrio 21-24	2020-09-01	20_a_49	femenino	no	no	33
Barrio 21-24	2020-09-01	20_a_49	femenino	si	no	56
Barrio 21-24	2020-09-01	20_a_49	masculino	no	no	36
Barrio 21-24	2020-09-01	20_a_49	masculino	si	no	25
Barrio 21-24	2020-09-01	50_a_64	femenino	no	no	7
Barrio 21-24	2020-09-01	50_a_64	femenino	si	no	8
Barrio 21-24	2020-09-01	50_a_64	masculino	no	no	5
Barrio 21-24	2020-09-01	50_a_64	masculino	si	no	4
Barrio 21-24	2020-09-01	65_y_mas	femenino	no	no	2
Barrio 21-24	2020-09-01	65_y_mas	femenino	si	no	2
Barrio 21-24	2020-09-01	65_y_mas	masculino	no	no	3
Barrio 21-24	2020-09-01	65_y_mas	masculino	si	no	2
Barrio 21-24	2020-10-01	hasta_19	femenino	no	no	4
Barrio 21-24	2020-10-01	hasta_19	femenino	si	no	1
Barrio 21-24	2020-10-01	hasta_19	masculino	no	no	4
Barrio 21-24	2020-10-01	hasta_19	masculino	si	no	1
Barrio 21-24	2020-10-01	20_a_49	femenino	no	no	15
Barrio 21-24	2020-10-01	20_a_49	femenino	si	no	14
Barrio 21-24	2020-10-01	20_a_49	masculino	no	no	10
Barrio 21-24	2020-10-01	20_a_49	masculino	si	no	18
Barrio 21-24	2020-10-01	50_a_64	femenino	no	no	3
Barrio 21-24	2020-10-01	50_a_64	femenino	si	no	1
Barrio 21-24	2020-10-01	50_a_64	masculino	no	no	4
Barrio 21-24	2020-10-01	50_a_64	masculino	si	no	1
Barrio 21-24	2020-10-01	65_y_mas	femenino	no	no	4
Barrio 21-24	2020-10-01	65_y_mas	femenino	si	no	1
Barrio 21-24	2020-11-01	hasta_19	femenino	no	no	5
Barrio 21-24	2020-11-01	hasta_19	femenino	si	no	1
Barrio 21-24	2020-11-01	hasta_19	masculino	no	no	8
Barrio 21-24	2020-11-01	hasta_19	masculino	si	no	2
Barrio 21-24	2020-11-01	20_a_49	femenino	no	no	9
Barrio 21-24	2020-11-01	20_a_49	femenino	si	no	11
Barrio 21-24	2020-11-01	20_a_49	masculino	no	no	6
Barrio 21-24	2020-11-01	20_a_49	masculino	si	no	6
Barrio 21-24	2020-11-01	50_a_64	femenino	no	no	2
Barrio 21-24	2020-11-01	50_a_64	femenino	si	no	2
Barrio 21-24	2020-11-01	50_a_64	masculino	no	no	3
Barrio 21-24	2020-11-01	50_a_64	masculino	si	no	3
Barrio 21-24	2020-11-01	65_y_mas	femenino	no	no	1
Barrio 21-24	2020-11-01	65_y_mas	femenino	si	no	1
Barrio 21-24	2020-11-01	65_y_mas	masculino	no	no	1
Barrio 21-24	2020-11-01	65_y_mas	masculino	si	no	1
Barrio 21-24	2020-12-01	hasta_19	femenino	no	no	2
Barrio 21-24	2020-12-01	hasta_19	femenino	si	no	1
Barrio 21-24	2020-12-01	hasta_19	masculino	no	no	6
Barrio 21-24	2020-12-01	20_a_49	femenino	no	no	7
Barrio 21-24	2020-12-01	20_a_49	femenino	si	no	6
Barrio 21-24	2020-12-01	20_a_49	masculino	no	no	6
