orderDate,day_of_week,category,name,state,orders,unit_price,total
2022-05-18,3,Classic,Margherita Pizza Small,CA,126,11,1386
2022-03-05,6,Specialty,Oxtail Pizza Small,CA,115,13,1495
2022-04-18,1,Classic,Hawaiian Pizza Small,CA,80,12,960
2022-10-16,0,Specialty,BBQ Chicken Pizza Medium,CA,108,17,1836
2022-05-01,0,Classic,Meat Lover's Pizza Large,CA,91,22,2002
2022-11-25,5,Specialty,BBQ Chicken Pizza Small,CA,55,13,715
2022-04-12,2,Classic,Meat Lover's Pizza Extra Large,CA,103,25,2575
2022-01-22,6,Classic,Margherita Pizza Large,CA,123,18,2214
2022-01-18,2,Classic,Meat Lover's Pizza Medium,NV,34,19,646
2022-12-05,1,Classic,Pepperoni Pizza Extra Large,CA,78,23,1794
2022-09-06,2,Classic,Hawaiian Pizza Large,NV,49,19,931
2022-05-04,3,Classic,Margherita Pizza Medium,CA,73,15,1095
2022-02-20,0,Specialty,Buffalo Chicken Pizza Extra Large,CA,20,23,460
2022-01-27,4,Classic,Hawaiian Pizza Extra Large,CA,111,22,2442
2022-09-23,5,Classic,Hawaiian Pizza Medium,CA,193,16,3088
2022-07-30,6,Classic,Hawaiian Pizza Large,CA,161,19,3059
2022-10-10,1,Classic,Meat Lover's Pizza Small,NV,57,14,798
2022-07-27,3,Classic,Pepperoni Pizza Large,NV,35,20,700
2022-09-26,1,Specialty,Oxtail Pizza Large,CA,50,20,1000
2022-03-30,3,Classic,Pepperoni Pizza Medium,CA,186,17,3162
2022-09-04,0,Specialty,BBQ Chicken Pizza Large,CA,71,20,1420
2022-08-12,5,Classic,Meat Lover's Pizza Small,NV,53,14,742
2022-08-26,5,Specialty,Oxtail Pizza Large,CA,48,20,960
2022-01-15,6,Vegetarian,Sicilian Pizza Small,CA,52,13,676
2022-02-08,2,Classic,Pepperoni Pizza Medium,CA,154,17,2618
2022-05-30,1,Classic,Pepperoni Pizza Medium,NV,43,17,731
2022-07-31,0,Classic,Hawaiian Pizza Extra Large,NV,49,22,1078
2022-12-05,1,Specialty,BBQ Chicken Pizza Large,CA,57,20,1140
2022-04-12,2,Classic,Pepperoni Pizza Large,CA,91,20,1820
2022-08-23,2,Classic,Pepperoni Pizza Extra Large,NV,23,23,529
2022-03-28,1,Vegetarian,Sicilian Pizza Large,NV,4,20,80
2022-02-10,4,Specialty,BBQ Chicken Pizza Large,CA,46,20,920
2022-10-29,6,Specialty,BBQ Chicken Pizza Large,CA,102,20,2040
2022-03-01,2,Classic,Hawaiian Pizza Medium,NV,61,16,976
2022-05-03,2,Classic,Meat Lover's Pizza Extra Large,CA,148,25,3700
2022-10-10,1,Classic,Pepperoni Pizza Extra Large,CA,71,23,1633
2022-06-01,3,Classic,Meat Lover's Pizza Extra Large,CA,113,25,2825
2022-01-08,6,Classic,Margherita Pizza Small,CA,166,11,1826
2022-03-30,3,Classic,Meat Lover's Pizza Small,NV,40,14,560
2022-04-07,4,Specialty,Oxtail Pizza Small,CA,78,13,1014
2022-03-29,2,Specialty,BBQ Chicken Pizza Small,CA,17,13,221
2022-07-05,2,Classic,Hawaiian Pizza Medium,CA,173,16,2768
2022-09-17,6,Classic,Hawaiian Pizza Extra Large,CA,143,22,3146
2022-08-14,0,Classic,Hawaiian Pizza Large,CA,137,19,2603
2022-03-25,5,Classic,Pepperoni Pizza Large,CA,107,20,2140
2022-04-26,2,Classic,Margherita Pizza Small,CA,147,11,1617
2022-11-11,5,Specialty,BBQ Chicken Pizza Medium,CA,98,17,1666
2022-09-16,5,Classic,Pepperoni Pizza Small,CA,93,13,1209
2022-06-12,0,Classic,Hawaiian Pizza Large,CA,125,19,2375
2022-05-05,4,Classic,Hawaiian Pizza Medium,CA,145,16,2320
2022-08-21,0,Classic,Margherita Pizza Small,NV,30,11,330
2022-03-13,0,Classic,Meat Lover's Pizza Large,CA,114,22,2508
2022-03-02,3,Specialty,Oxtail Pizza Small,CA,69,13,897
2022-11-24,4,Classic,Margherita Pizza Small,CA,81,11,891
2022-01-22,6,Vegetarian,Veggie Pizza Large,CA,27,19,513
2022-04-18,1,Specialty,Oxtail Pizza Small,NV,31,13,403
2022-01-22,6,Classic,Pepperoni Pizza Large,CA,160,20,3200
2022-08-04,4,Classic,Hawaiian Pizza Medium,CA,193,16,3088
2022-07-23,6,Classic,Pepperoni Pizza Small,NV,50,13,650
2022-10-29,6,Vegetarian,Veggie Pizza Large,CA,9,19,171
2022-05-12,4,Classic,Hawaiian Pizza Large,CA,98,19,1862
2022-11-24,4,Classic,Margherita Pizza Extra Large,CA,68,21,1428
2022-10-18,2,Classic,Meat Lover's Pizza Large,NV,29,22,638
2022-07-01,5,Classic,Meat Lover's Pizza Extra Large,CA,138,25,3450
2022-02-17,4,Classic,Hawaiian Pizza Extra Large,CA,120,22,2640
2022-04-24,0,Classic,Margherita Pizza Small,CA,180,11,1980
2022-05-01,0,Classic,Margherita Pizza Extra Large,CA,92,21,1932
2022-11-19,6,Classic,Hawaiian Pizza Large,CA,161,19,3059
2022-11-19,6,Specialty,Buffalo Chicken Pizza Extra Large,CA,47,23,1081
2022-11-27,0,Classic,Hawaiian Pizza Small,CA,80,12,960
2022-01-30,0,Vegetarian,Sicilian Pizza Extra Large,NV,12,23,276
2022-12-05,1,Classic,Pepperoni Pizza Medium,CA,116,17,1972
2022-09-06,2,Classic,Hawaiian Pizza Medium,NV,57,16,912
2022-08-31,3,Classic,Margherita Pizza Large,CA,77,18,1386
2022-08-31,3,Classic,Meat Lover's Pizza Large,CA,84,22,1848
2022-10-10,1,Classic,Margherita Pizza Medium,NV,38,15,570
2022-07-27,3,Classic,Pepperoni Pizza Medium,NV,42,17,714
2022-02-02,3,Classic,Margherita Pizza Extra Large,CA,74,21,1554
2022-07-21,4,Classic,Meat Lover's Pizza Extra Large,CA,96,25,2400
2022-09-28,3,Specialty,BBQ Chicken Pizza Large,CA,66,20,1320
2022-09-01,4,Classic,Pepperoni Pizza Large,NV,30,20,600
2022-05-22,0,Classic,Margherita Pizza Large,CA,104,18,1872
2022-03-14,1,Classic,Margherita Pizza Medium,CA,82,15,1230
2022-06-08,3,Specialty,Oxtail Pizza Small,CA,55,13,715
2022-06-08,3,Classic,Pepperoni Pizza Extra Large,CA,76,23,1748
2022-06-17,5,Classic,Margherita Pizza Extra Large,NV,37,21,777
2022-08-21,0,Classic,Hawaiian Pizza Medium,CA,230,16,3680
2022-09-21,3,Classic,Hawaiian Pizza Large,CA,114,19,2166
2022-01-12,3,Classic,Hawaiian Pizza Medium,CA,179,16,2864
2022-04-11,1,Specialty,BBQ Chicken Pizza Medium,NV,20,17,340
2022-01-12,3,Classic,Pepperoni Pizza Large,CA,102,20,2040
2022-11-26,6,Classic,Pepperoni Pizza Medium,CA,189,17,3213
2022-02-13,0,Classic,Pepperoni Pizza Small,CA,88,13,1144
2022-07-27,3,Classic,Pepperoni Pizza Large,CA,95,20,1900
2022-04-11,1,Classic,Margherita Pizza Medium,CA,87,15,1305
2022-06-05,0,Specialty,Oxtail Pizza Large,NV,8,20,160
2022-12-13,2,Classic,Hawaiian Pizza Extra Large,NV,35,22,770
2022-07-31,0,Classic,Meat Lover's Pizza Medium,CA,111,19,2109
2022-03-16,3,Classic,Margherita Pizza Extra Large,CA,82,21,1722
2022-02-03,4,Classic,Margherita Pizza Small,CA,134,11,1474
2022-10-28,5,Classic,Hawaiian Pizza Extra Large,CA,111,22,2442
2022-09-09,5,Classic,Pepperoni Pizza Medium,CA,185,17,3145
2022-10-03,1,Classic,Meat Lover's Pizza Large,CA,88,22,1936
2022-11-25,5,Classic,Hawaiian Pizza Extra Large,CA,90,22,1980
2022-04-20,3,Classic,Meat Lover's Pizza Large,CA,58,22,1276
2022-10-31,1,Classic,Meat Lover's Pizza Large,CA,69,22,1518
2022-11-05,6,Classic,Pepperoni Pizza Medium,CA,153,17,2601
2022-04-28,4,Classic,Hawaiian Pizza Medium,CA,163,16,2608
2022-01-09,0,Classic,Pepperoni Pizza Small,CA,96,13,1248
2022-04-18,1,Classic,Pepperoni Pizza Medium,CA,144,17,2448
2022-07-30,6,Classic,Margherita Pizza Medium,NV,49,15,735
2022-02-27,0,Classic,Meat Lover's Pizza Small,CA,132,14,1848
2022-10-28,5,Classic,Margherita Pizza Small,CA,117,11,1287
2022-01-30,0,Classic,Margherita Pizza Medium,CA,92,15,1380
2022-05-04,3,Classic,Margherita Pizza Small,CA,134,11,1474
2022-11-29,2,Classic,Pepperoni Pizza Extra Large,NV,30,23,690
2022-03-30,3,Classic,Margherita Pizza Small,CA,127,11,1397
2022-04-23,6,Classic,Meat Lover's Pizza Extra Large,CA,200,25,5000
2022-09-04,0,Classic,Margherita Pizza Extra Large,CA,103,21,2163
2022-04-11,1,Classic,Pepperoni Pizza Large,CA,72,20,1440
2022-05-22,0,Classic,Pepperoni Pizza Medium,CA,162,17,2754
2022-05-30,1,Classic,Hawaiian Pizza Medium,NV,65,16,1040
2022-01-12,3,Specialty,BBQ Chicken Pizza Large,NV,15,20,300
2022-01-05,3,Classic,Meat Lover's Pizza Small,CA,76,14,1064
2022-10-01,6,Classic,Meat Lover's Pizza Large,CA,144,22,3168
2022-09-28,3,Classic,Meat Lover's Pizza Extra Large,CA,128,25,3200
2022-05-13,5,Classic,Pepperoni Pizza Large,CA,92,20,1840
2022-02-13,0,Classic,Hawaiian Pizza Large,CA,138,19,2622
2022-04-23,6,Vegetarian,Sicilian Pizza Small,CA,18,13,234
2022-11-13,0,Classic,Meat Lover's Pizza Small,CA,222,14,3108
2022-09-09,5,Specialty,BBQ Chicken Pizza Small,NV,14,13,182
2022-04-16,6,Classic,Meat Lover's Pizza Extra Large,CA,184,25,4600
2022-12-04,0,Classic,Pepperoni Pizza Extra Large,CA,79,23,1817
2022-08-12,5,Classic,Meat Lover's Pizza Large,CA,92,22,2024
2022-07-24,0,Classic,Pepperoni Pizza Medium,CA,166,17,2822
2022-01-21,5,Classic,Margherita Pizza Extra Large,CA,73,21,1533
2022-01-21,5,Classic,Meat Lover's Pizza Medium,CA,89,19,1691
2022-11-03,4,Classic,Pepperoni Pizza Medium,CA,124,17,2108
2022-12-26,1,Vegetarian,Veggie Pizza Large,CA,29,19,551
2022-12-29,4,Classic,Meat Lover's Pizza Medium,CA,62,19,1178
2022-12-12,1,Classic,Margherita Pizza Extra Large,CA,79,21,1659
2022-01-27,4,Classic,Margherita Pizza Medium,CA,83,15,1245
2022-06-01,3,Classic,Pepperoni Pizza Large,CA,77,20,1540
2022-11-21,1,Classic,Pepperoni Pizza Medium,CA,129,17,2193
2022-02-26,6,Classic,Hawaiian Pizza Large,CA,153,19,2907
2022-09-28,3,Classic,Meat Lover's Pizza Medium,CA,82,19,1558
2022-01-18,2,Classic,Hawaiian Pizza Medium,NV,61,16,976
2022-05-14,6,Classic,Margherita Pizza Large,CA,107,18,1926
2022-10-05,3,Classic,Meat Lover's Pizza Extra Large,NV,57,25,1425
2022-09-13,2,Classic,Margherita Pizza Large,NV,34,18,612
2022-11-09,3,Specialty,BBQ Chicken Pizza Medium,CA,64,17,1088
2022-07-31,0,Classic,Hawaiian Pizza Medium,CA,186,16,2976
2022-07-16,6,Classic,Meat Lover's Pizza Extra Large,CA,179,25,4475
2022-02-09,3,Classic,Meat Lover's Pizza Extra Large,NV,45,25,1125
2022-03-12,6,Classic,Meat Lover's Pizza Extra Large,CA,164,25,4100
2022-01-01,6,Specialty,BBQ Chicken Pizza Medium,NV,35,17,595
2022-01-25,2,Classic,Pepperoni Pizza Medium,NV,53,17,901
2022-12-18,0,Classic,Hawaiian Pizza Medium,CA,191,16,3056
2022-10-31,1,Classic,Pepperoni Pizza Large,CA,68,20,1360
2022-10-22,6,Classic,Margherita Pizza Medium,CA,108,15,1620
2022-09-10,6,Classic,Hawaiian Pizza Medium,CA,270,16,4320
2022-05-22,0,Classic,Pepperoni Pizza Small,CA,107,13,1391
2022-09-17,6,Specialty,BBQ Chicken Pizza Large,CA,87,20,1740
2022-02-26,6,Classic,Meat Lover's Pizza Extra Large,CA,163,25,4075
2022-10-15,6,Classic,Hawaiian Pizza Large,CA,158,19,3002
2022-06-23,4,Classic,Meat Lover's Pizza Medium,CA,82,19,1558
2022-07-19,2,Classic,Margherita Pizza Large,CA,80,18,1440
2022-07-16,6,Classic,Pepperoni Pizza Medium,CA,239,17,4063
2022-12-05,1,Classic,Hawaiian Pizza Medium,CA,176,16,2816
2022-04-11,1,Classic,Hawaiian Pizza Medium,NV,70,16,1120
2022-11-15,2,Classic,Hawaiian Pizza Medium,CA,208,16,3328
2022-12-01,4,Specialty,BBQ Chicken Pizza Medium,CA,64,17,1088
2022-07-04,1,Classic,Pepperoni Pizza Large,CA,81,20,1620
2022-07-14,4,Classic,Margherita Pizza Extra Large,CA,78,21,1638
2022-10-03,1,Classic,Margherita Pizza Medium,CA,72,15,1080
2022-09-04,0,Specialty,Buffalo Chicken Pizza Large,CA,22,20,440
2022-12-29,4,Classic,Hawaiian Pizza Medium,CA,173,16,2768
2022-07-03,0,Classic,Margherita Pizza Medium,CA,92,15,1380
2022-10-19,3,Classic,Hawaiian Pizza Small,CA,77,12,924
2022-11-21,1,Classic,Margherita Pizza Extra Large,CA,65,21,1365
2022-05-23,1,Specialty,Oxtail Pizza Small,CA,64,13,832
2022-01-26,3,Classic,Margherita Pizza Large,NV,22,18,396
2022-10-29,6,Classic,Pepperoni Pizza Medium,CA,200,17,3400
2022-09-28,3,Classic,Hawaiian Pizza Large,CA,99,19,1881
2022-03-11,5,Classic,Hawaiian Pizza Large,CA,141,19,2679
2022-07-23,6,Classic,Meat Lover's Pizza Small,CA,180,14,2520
2022-03-20,0,Classic,Margherita Pizza Large,CA,103,18,1854
2022-02-20,0,Classic,Pepperoni Pizza Small,CA,129,13,1677
2022-06-19,0,Classic,Margherita Pizza Large,CA,100,18,1800
2022-11-28,1,Specialty,BBQ Chicken Pizza Medium,CA,60,17,1020
2022-03-07,1,Classic,Meat Lover's Pizza Large,CA,78,22,1716
2022-06-14,2,Specialty,BBQ Chicken Pizza Medium,CA,47,17,799
2022-07-03,0,Classic,Margherita Pizza Extra Large,CA,100,21,2100
2022-08-21,0,Classic,Meat Lover's Pizza Large,CA,113,22,2486
2022-07-23,6,Classic,Hawaiian Pizza Small,NV,30,12,360
2022-08-04,4,Classic,Pepperoni Pizza Small,CA,80,13,1040
2022-09-28,3,Classic,Hawaiian Pizza Medium,CA,167,16,2672
2022-03-10,4,Specialty,BBQ Chicken Pizza Medium,CA,66,17,1122
2022-07-16,6,Classic,Meat Lover's Pizza Small,NV,47,14,658
2022-04-19,2,Classic,Hawaiian Pizza Large,CA,78,19,1482
2022-11-09,3,Classic,Hawaiian Pizza Extra Large,CA,95,22,2090
2022-01-27,4,Specialty,Oxtail Pizza Small,CA,86,13,1118
2022-02-19,6,Classic,Meat Lover's Pizza Small,NV,48,14,672
2022-09-01,4,Classic,Pepperoni Pizza Extra Large,CA,95,23,2185
2022-06-19,0,Classic,Meat Lover's Pizza Extra Large,CA,151,25,3775
2022-03-04,5,Classic,Meat Lover's Pizza Small,CA,123,14,1722
2022-08-25,4,Classic,Meat Lover's Pizza Small,CA,147,14,2058
2022-06-29,3,Specialty,Oxtail Pizza Small,NV,22,13,286
2022-12-18,0,Specialty,Buffalo Chicken Pizza Extra Large,NV,15,23,345
2022-09-28,3,Classic,Pepperoni Pizza Large,CA,74,20,1480
2022-04-30,6,Classic,Meat Lover's Pizza Extra Large,NV,65,25,1625
2022-05-23,1,Specialty,Oxtail Pizza Small,NV,20,13,260
2022-11-05,6,Classic,Margherita Pizza Extra Large,NV,47,21,987
2022-10-27,4,Classic,Meat Lover's Pizza Small,CA,165,14,2310
2022-06-10,5,Classic,Margherita Pizza Small,NV,50,11,550
2022-03-26,6,Classic,Meat Lover's Pizza Extra Large,CA,166,25,4150
2022-04-24,0,Specialty,Oxtail Pizza Small,CA,101,13,1313
2022-01-19,3,Classic,Pepperoni Pizza Medium,NV,45,17,765
2022-12-20,2,Classic,Meat Lover's Pizza Small,CA,118,14,1652
2022-01-11,2,Classic,Meat Lover's Pizza Extra Large,CA,126,25,3150
2022-03-31,4,Classic,Hawaiian Pizza Extra Large,NV,50,22,1100
2022-05-05,4,Classic,Hawaiian Pizza Extra Large,NV,46,22,1012
2022-10-12,3,Classic,Hawaiian Pizza Large,CA,104,19,1976
2022-01-16,0,Classic,Margherita Pizza Large,CA,96,18,1728
2022-06-11,6,Classic,Pepperoni Pizza Medium,CA,226,17,3842
2022-06-29,3,Classic,Hawaiian Pizza Extra Large,CA,126,22,2772
2022-08-21,0,Vegetarian,Veggie Pizza Large,CA,14,19,266
2022-07-04,1,Classic,Hawaiian Pizza Medium,CA,162,16,2592
2022-03-27,0,Classic,Hawaiian Pizza Extra Large,CA,141,22,3102
2022-01-12,3,Classic,Margherita Pizza Small,CA,130,11,1430
2022-06-08,3,Classic,Pepperoni Pizza Medium,CA,150,17,2550
2022-02-15,2,Vegetarian,Sicilian Pizza Large,CA,20,20,400
2022-04-12,2,Classic,Hawaiian Pizza Large,CA,84,19,1596
2022-11-01,2,Classic,Hawaiian Pizza Small,CA,71,12,852
2022-04-20,3,Specialty,Oxtail Pizza Large,CA,25,20,500
2022-10-14,5,Classic,Hawaiian Pizza Medium,CA,197,16,3152
2022-06-17,5,Classic,Meat Lover's Pizza Medium,NV,36,19,684
2022-11-11,5,Classic,Meat Lover's Pizza Extra Large,CA,159,25,3975
2022-02-03,4,Specialty,BBQ Chicken Pizza Medium,CA,60,17,1020
2022-07-17,0,Classic,Hawaiian Pizza Medium,NV,81,16,1296
2022-10-04,2,Specialty,Oxtail Pizza Large,CA,42,20,840
2022-12-12,1,Classic,Hawaiian Pizza Extra Large,CA,101,22,2222
2022-12-04,0,Specialty,BBQ Chicken Pizza Small,CA,67,13,871
2022-11-27,0,Classic,Hawaiian Pizza Medium,CA,232,16,3712
2022-11-13,0,Classic,Hawaiian Pizza Small,CA,94,12,1128
2022-01-16,0,Classic,Meat Lover's Pizza Extra Large,CA,161,25,4025
2022-10-03,1,Specialty,Oxtail Pizza Small,CA,52,13,676
2022-03-07,1,Classic,Pepperoni Pizza Medium,CA,156,17,2652
2022-08-26,5,Specialty,BBQ Chicken Pizza Medium,CA,90,17,1530
2022-05-19,4,Classic,Hawaiian Pizza Medium,NV,71,16,1136
2022-03-17,4,Specialty,BBQ Chicken Pizza Large,NV,25,20,500
2022-07-15,5,Classic,Margherita Pizza Large,CA,111,18,1998
2022-01-02,0,Specialty,Oxtail Pizza Extra Large,NV,5,23,115
2022-06-29,3,Vegetarian,Sicilian Pizza Extra Large,CA,23,23,529
2022-08-01,1,Classic,Hawaiian Pizza Extra Large,CA,108,22,2376
2022-04-17,0,Specialty,BBQ Chicken Pizza Medium,CA,78,17,1326
2022-04-27,3,Classic,Hawaiian Pizza Extra Large,CA,127,22,2794
2022-10-20,4,Classic,Margherita Pizza Large,CA,64,18,1152
2022-11-01,2,Classic,Pepperoni Pizza Medium,CA,88,17,1496
2022-07-10,0,Classic,Hawaiian Pizza Extra Large,CA,133,22,2926
2022-10-24,1,Specialty,BBQ Chicken Pizza Large,CA,73,20,1460
2022-05-25,3,Classic,Margherita Pizza Medium,NV,30,15,450
2022-01-16,0,Classic,Margherita Pizza Medium,CA,133,15,1995
2022-11-07,1,Classic,Meat Lover's Pizza Large,CA,73,22,1606
2022-12-01,4,Specialty,Oxtail Pizza Large,CA,75,20,1500
2022-09-23,5,Specialty,BBQ Chicken Pizza Large,CA,53,20,1060
2022-01-09,0,Specialty,BBQ Chicken Pizza Extra Large,NV,10,23,230
2022-02-27,0,Classic,Hawaiian Pizza Extra Large,CA,155,22,3410
2022-06-11,6,Classic,Hawaiian Pizza Large,CA,138,19,2622
2022-01-11,2,Specialty,Oxtail Pizza Small,CA,105,13,1365
2022-05-31,2,Classic,Meat Lover's Pizza Extra Large,CA,145,25,3625
2022-05-24,2,Classic,Hawaiian Pizza Large,CA,95,19,1805
2022-07-02,6,Classic,Hawaiian Pizza Large,CA,144,19,2736
2022-10-30,0,Specialty,Oxtail Pizza Large,CA,77,20,1540
2022-04-16,6,Classic,Pepperoni Pizza Large,NV,41,20,820
2022-05-20,5,Vegetarian,Sicilian Pizza Medium,NV,3,17,51
2022-05-12,4,Classic,Margherita Pizza Small,CA,141,11,1551
2022-01-01,6,Classic,Margherita Pizza Medium,CA,104,15,1560
2022-03-18,5,Classic,Margherita Pizza Extra Large,NV,29,21,609
2022-12-04,0,Classic,Pepperoni Pizza Medium,NV,55,17,935
2022-10-03,1,Specialty,BBQ Chicken Pizza Medium,CA,66,17,1122
2022-05-14,6,Classic,Hawaiian Pizza Large,CA,145,19,2755
2022-04-19,2,Specialty,Oxtail Pizza Small,CA,72,13,936
2022-10-19,3,Specialty,Buffalo Chicken Pizza Large,NV,6,20,120
2022-11-05,6,Classic,Margherita Pizza Large,NV,44,18,792
2022-03-11,5,Classic,Margherita Pizza Extra Large,NV,24,21,504
2022-12-19,1,Vegetarian,Sicilian Pizza Small,CA,38,13,494
2022-09-04,0,Classic,Meat Lover's Pizza Medium,CA,92,19,1748
2022-06-12,0,Classic,Margherita Pizza Medium,CA,88,15,1320
2022-06-07,2,Classic,Meat Lover's Pizza Extra Large,NV,51,25,1275
2022-01-02,0,Specialty,Buffalo Chicken Pizza Large,NV,20,20,400
2022-08-20,6,Specialty,Buffalo Chicken Pizza Large,CA,45,20,900
2022-07-19,2,Classic,Pepperoni Pizza Extra Large,NV,34,23,782
2022-11-29,2,Classic,Pepperoni Pizza Large,NV,25,20,500
2022-09-21,3,Classic,Meat Lover's Pizza Large,CA,84,22,1848
2022-03-27,0,Classic,Meat Lover's Pizza Medium,NV,46,19,874
2022-03-27,0,Specialty,BBQ Chicken Pizza Extra Large,NV,11,23,253
2022-07-16,6,Classic,Pepperoni Pizza Large,NV,44,20,880
2022-04-01,5,Classic,Hawaiian Pizza Small,CA,90,12,1080
2022-07-09,6,Classic,Meat Lover's Pizza Small,CA,150,14,2100
2022-07-09,6,Specialty,BBQ Chicken Pizza Large,CA,71,20,1420
2022-07-09,6,Specialty,BBQ Chicken Pizza Medium,CA,92,17,1564
2022-06-21,2,Classic,Hawaiian Pizza Extra Large,CA,133,22,2926
2022-03-10,4,Classic,Meat Lover's Pizza Extra Large,CA,102,25,2550
2022-11-11,5,Classic,Margherita Pizza Extra Large,CA,101,21,2121
2022-09-03,6,Classic,Meat Lover's Pizza Extra Large,CA,201,25,5025
2022-03-26,6,Classic,Hawaiian Pizza Large,CA,126,19,2394
2022-05-09,1,Classic,Meat Lover's Pizza Small,CA,124,14,1736
2022-12-14,3,Classic,Margherita Pizza Large,CA,75,18,1350
2022-03-14,1,Specialty,BBQ Chicken Pizza Large,CA,61,20,1220
2022-01-16,0,Classic,Pepperoni Pizza Medium,CA,188,17,3196
2022-12-09,5,Classic,Pepperoni Pizza Medium,CA,146,17,2482
2022-03-09,3,Classic,Meat Lover's Pizza Extra Large,CA,122,25,3050
2022-01-17,1,Classic,Pepperoni Pizza Large,CA,99,20,1980
2022-06-23,4,Classic,Meat Lover's Pizza Extra Large,NV,45,25,1125
2022-02-01,2,Classic,Pepperoni Pizza Small,NV,21,13,273
2022-01-18,2,Vegetarian,Veggie Pizza Large,CA,21,19,399
2022-03-06,0,Classic,Meat Lover's Pizza Small,CA,121,14,1694
2022-01-10,1,Classic,Meat Lover's Pizza Large,NV,22,22,484
2022-05-07,6,Classic,Meat Lover's Pizza Extra Large,NV,59,25,1475
2022-06-21,2,Classic,Margherita Pizza Small,NV,44,11,484
2022-11-12,6,Classic,Pepperoni Pizza Medium,CA,167,17,2839
2022-11-21,1,Classic,Meat Lover's Pizza Extra Large,NV,38,25,950
2022-09-20,2,Classic,Pepperoni Pizza Large,CA,90,20,1800
2022-02-21,1,Classic,Hawaiian Pizza Extra Large,CA,112,22,2464
2022-02-21,1,Specialty,Buffalo Chicken Pizza Extra Large,CA,8,23,184
2022-12-05,1,Classic,Meat Lover's Pizza Medium,CA,67,19,1273
2022-07-08,5,Classic,Margherita Pizza Small,NV,38,11,418
2022-07-08,5,Classic,Hawaiian Pizza Large,NV,49,19,931
2022-05-26,4,Classic,Margherita Pizza Small,CA,142,11,1562
2022-01-10,1,Classic,Hawaiian Pizza Medium,NV,79,16,1264
2022-02-02,3,Classic,Hawaiian Pizza Large,CA,84,19,1596
2022-12-11,0,Classic,Pepperoni Pizza Small,NV,36,13,468
2022-12-12,1,Classic,Hawaiian Pizza Large,CA,99,19,1881
2022-02-23,3,Classic,Hawaiian Pizza Extra Large,CA,112,22,2464
2022-06-14,2,Classic,Hawaiian Pizza Large,NV,49,19,931
2022-06-14,2,Classic,Meat Lover's Pizza Large,NV,29,22,638
2022-12-24,6,Classic,Pepperoni Pizza Small,NV,33,13,429
2022-12-12,1,Classic,Margherita Pizza Extra Large,NV,28,21,588
2022-04-13,3,Classic,Meat Lover's Pizza Extra Large,NV,52,25,1300
2022-05-19,4,Classic,Hawaiian Pizza Medium,CA,150,16,2400
2022-03-17,4,Classic,Pepperoni Pizza Extra Large,NV,22,23,506
2022-07-29,5,Classic,Pepperoni Pizza Extra Large,CA,93,23,2139
2022-12-03,6,Specialty,BBQ Chicken Pizza Medium,CA,83,17,1411
2022-06-10,5,Classic,Hawaiian Pizza Large,CA,106,19,2014
2022-12-24,6,Specialty,Buffalo Chicken Pizza Extra Large,CA,64,23,1472
2022-03-22,2,Classic,Meat Lover's Pizza Medium,CA,78,19,1482
2022-05-13,5,Classic,Hawaiian Pizza Extra Large,NV,44,22,968
2022-05-13,5,Classic,Pepperoni Pizza Extra Large,NV,29,23,667
2022-05-31,2,Classic,Meat Lover's Pizza Large,NV,30,22,660
2022-10-03,1,Specialty,BBQ Chicken Pizza Small,CA,33,13,429
2022-06-25,6,Classic,Hawaiian Pizza Medium,CA,220,16,3520
2022-06-25,6,Classic,Hawaiian Pizza Small,CA,113,12,1356
2022-04-01,5,Classic,Meat Lover's Pizza Large,CA,93,22,2046
2022-04-01,5,Classic,Margherita Pizza Large,CA,89,18,1602
2022-05-27,5,Specialty,BBQ Chicken Pizza Large,CA,65,20,1300
2022-04-27,3,Classic,Pepperoni Pizza Medium,CA,150,17,2550
2022-04-27,3,Classic,Hawaiian Pizza Small,CA,89,12,1068
2022-09-26,1,Specialty,BBQ Chicken Pizza Large,CA,47,20,940
2022-07-17,0,Classic,Margherita Pizza Small,CA,144,11,1584
2022-04-30,6,Specialty,BBQ Chicken Pizza Medium,NV,28,17,476
2022-05-08,0,Classic,Pepperoni Pizza Medium,CA,204,17,3468
2022-05-08,0,Specialty,BBQ Chicken Pizza Medium,CA,57,17,969
2022-03-01,2,Specialty,BBQ Chicken Pizza Large,NV,16,20,320
2022-04-18,1,Specialty,Buffalo Chicken Pizza Large,NV,16,20,320
2022-06-08,3,Specialty,Oxtail Pizza Large,CA,33,20,660
2022-02-08,2,Classic,Margherita Pizza Large,NV,26,18,468
2022-02-11,5,Classic,Pepperoni Pizza Medium,CA,157,17,2669
2022-10-17,1,Specialty,Oxtail Pizza Large,CA,57,20,1140
2022-04-23,6,Classic,Margherita Pizza Extra Large,CA,106,21,2226
2022-04-26,2,Classic,Meat Lover's Pizza Extra Large,CA,146,25,3650
2022-10-03,1,Specialty,Oxtail Pizza Large,CA,43,20,860
2022-02-13,0,Classic,Meat Lover's Pizza Extra Large,CA,182,25,4550
2022-09-23,5,Classic,Pepperoni Pizza Large,CA,110,20,2200
2022-07-19,2,Classic,Meat Lover's Pizza Extra Large,CA,112,25,2800
2022-08-06,6,Classic,Hawaiian Pizza Large,CA,169,19,3211
2022-10-21,5,Classic,Meat Lover's Pizza Small,CA,199,14,2786
